,isfake,title
8856,mostly-true,"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires."
8857,half-true,"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals."
8858,true,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.
8859,mostly-true,Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.
8860,half-true,"Sharron Angle supported ""a Scientology plan to give massages to prisoners."""
8861,barely-true,"During eight years under Ronald Reagan, African-American median income rose by about $5,000."
8862,half-true,The largest enterprise in the world is the federal government of the United States of America
8863,true,Says Oregon ranks 30th in the nation with regard to its incarceration rate.
8864,half-true,"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas."
8865,false,Says Jeb Bush has released 10 percent of his emails.
8866,half-true,More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.
8867,true,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.
8868,pants-fire,"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome."
8869,pants-fire,The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.
8870,mostly-true,"As the CEO of HP, Carly Fiorina laid off 30,000 workers."
8871,false,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.
8872,true,"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it."
8873,pants-fire,I remember landing under sniper fire.
8874,false,Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.
8875,false,Bill McCollum on the Arizona immigration law.
8876,false,There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.
8877,barely-true,Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.
8878,false,Rhode Islands graduated driving license has saved hundreds of lives.
8879,barely-true,"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults."
8880,false,The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.
8881,true,Georgia lawmakers fuel up for the session by feasting on wild hogs.
8882,pants-fire,Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!
8883,true,Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.
8884,mostly-true,Ninety-five percent of all the wages in Texas are above minimum wage.
8885,false,We dont have a (military) reserve force if something happens.
8886,half-true,Georgias illegal-immigration legislation simply follows existing federal law.
8887,barely-true,"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens."
8888,false,Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.
8889,barely-true,"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia."
8890,true,No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.
8891,barely-true,Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.
8892,false,The error rates for the Fulton County elections department are well below the average.
8893,mostly-true,"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking."
8894,mostly-true,"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot."
8895,mostly-true,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up."
8896,mostly-true,"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked."
8897,half-true,"John McCain's tax plan will give no reduction ""for 100-million American families."""
8898,true,I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.
8899,barely-true,"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans."
8900,mostly-true,The founders advised non-interventionism.
8901,false,The state constitution clearly says theres not to be a state income tax in Tennessee.
8902,barely-true,The Bush administration prosecuted 190 suspected terrorists in federal courts.
8903,true,Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.
8904,false,This is the slowest job recovery since Hoover.
8905,true,Says Mitt Romney flip-flopped on abortion.
8906,false,"In the past, President Obama has refused to meet with representatives from Cuban exile organizations."
8907,half-true,We buy 35 percent of all Chinese exports.
8908,half-true,53 percent of Americans cut back on their health care in the last year because of costs.
8909,true,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.
8910,barely-true,Wisconsin now ranks among the top 10 states for out-migration.
8911,mostly-true,Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.
8912,false,Wisconsin women are paid 81 cents to the dollar of a man doing the same job.
8913,half-true,Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.
8914,half-true,Says Paul Workman authored legislation providing amnesty for illegal immigrants.
8915,false,Steve Santarsiero wrote PAs Gun Safety Law.
8916,false,Says Common Core is a federal mandate.
8917,false,Milwaukees police chief can fire officers for basically no cause.
8918,mostly-true,60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.
8919,half-true,Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.
8920,half-true,Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.
8921,mostly-true,"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich."""
8922,mostly-true,"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old."
8923,mostly-true,Republican ideas on health care dont give people an option to even enroll in something that they can afford.
8924,true,You cant build a Christian church in Saudi Arabia.
8925,false,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year."
8926,true,"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000."
8927,false,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.
8928,half-true,(Romney's) record was that he raised taxes by $730-million.
8929,true,The U.S. military footprint in Africa is nearly nonexistent.
8930,half-true,On campaign donations from Texas Capitol lobbyists.
8931,true,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget."
8932,mostly-true,There are only about 10 people in the United States Senate who have any real business experience.
8933,barely-true,Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.
8934,half-true,95 percent of the worlds customers are beyond our shores.
8935,barely-true,Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.
8936,half-true,Says he restored prayer and the pledge in our schools.
8937,mostly-true,"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists."""
8938,barely-true,SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!
8939,barely-true,Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.
8940,barely-true,Says 50 million people would lose their health insurance if Obamacare is repealed.
8941,half-true,Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.
8942,true,"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined."
8943,barely-true,Federal money for Medicaid expansion is guaranteed for a few years and then goes away.
8944,half-true,"Barack Obama will ""raise Social Security taxes."""
8945,pants-fire,Obesity kills 34 children per hour.
8946,pants-fire,Sherrod Brown sent billions of our tax dollars to foreign countries.
8947,false,Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.
8948,false,On whether President Obamas speeches to school children spread socialist ideology.
8949,false,The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.
8950,pants-fire,"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center."
8951,true,"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs."
8952,mostly-true,"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them."
8953,pants-fire,Dubious taxpayer-funded stimulus spending -- Part II.
8954,pants-fire,"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice."
8955,half-true,"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year."
8956,barely-true,"Obama voted to raise taxes on people making just $42,000."
8957,mostly-true,AIG has fully repaid the federal government plus a profit of more than $22 billion.
8958,barely-true,The financial regulatory bill will kill jobs.
8959,true,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush."""
8960,true,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.
8961,true,"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates."
8962,pants-fire,"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix."
8963,half-true,Says Measures 82 and 83 authorize just one more casino.
8964,barely-true,"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics."
8965,barely-true,John Kitzhaber is the only pro-choice candidate in the race for governor.
8966,half-true,"When it comes to aid, ""the United States is still about half as what European countries give as a percentage."""
8967,mostly-true,"You dont see Norway losing population, and its taxes are astronomical."
8968,half-true,Says marijuana use among Colorado high school students has not increased since legalization.
8969,half-true,Expanding Medicaid would create 63k jobs.
8970,mostly-true,Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.
8971,half-true,Florida is considered the fourth-largest gambling state in the nation.
8972,barely-true,"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions."
8973,half-true,Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.
8974,pants-fire,Ken Cuccinelli tried to shut down state government.
8975,half-true,"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country."
8976,mostly-true,"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people."
8977,mostly-true,College tuition rates in Texas jumped by 55% since 2003.
8978,true,Several elected state officials have opened their homes to children in need of loving families.
8979,false,Rhode Island is one of only six states to use E-Verify.
8980,barely-true,"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border."
8981,barely-true,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.
8982,barely-true,Says he signed legislation leading to 12 Texas abortion clinics being closed.
8983,pants-fire,It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.
8984,true,"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs."
8985,barely-true,"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000."
8986,half-true,Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.
8987,true,Three courts have found the new health care law constitutional and two have found it unconstitutional.
8988,half-true,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in."
8989,mostly-true,"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there."
8990,half-true,"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America."""
8991,mostly-true,Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.
8992,half-true,Compact fluorescent light bulbs are toxic and not environmentally friendly.
8993,false,"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long."
8994,true,Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.
8995,true,"At the moment, energy companies spend 0.25 percent on RD."
8996,half-true,"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio."
8997,mostly-true,The U.S. military is in 130 countries. We have 900 bases around the world.
8998,mostly-true,The Russians didnt wear uniforms when they came in to Ukraine.
8999,mostly-true,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years."
9000,true,Rick Perry doesnt think there should be a federal minimum wage.
9001,true,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary."
9002,barely-true,It is truethat we know that ISIS is present in Ciudad Juarez (Mexico)
9003,half-true,The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.
9004,barely-true,A real result of his term is Georgia having the lowest taxes per capita of any state.
9005,half-true,Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.
9006,true,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive
9007,mostly-true,Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.
9008,half-true,"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion."
9009,pants-fire,The White House had a live video feed of the Benghazi attacks as they occurred.
9010,pants-fire,Says a Pro-Stimulus economist admits it is not working
9011,true,"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them."
9012,true,"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey."
9013,true,Florida is 49th in per capita spending on mental health care.
9014,barely-true,Says President Barack Obama has been presiding over our jobs going overseas for seven years.
9015,mostly-true,The oceans have become 30 percent more acidic.
9016,barely-true,"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons."
9017,half-true,Thomas Jefferson created the Marines for the Islamic pirates that were happening.
9018,barely-true,The nations food supply is 99.99 percent safe.
9019,true,"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid."
9020,true,"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on."
9021,half-true,Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.
9022,false,"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year."
9023,mostly-true,Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.
9024,true,"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff."
9025,true,Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.
9026,pants-fire,Congressman Robert Hurt has a plan to cut education by 40 percent.
9027,half-true,To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.
9028,mostly-true,The federal health care law raises taxes and cuts Medicare.
9029,true,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that."
9030,half-true,"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending."
9031,false,Says President Barack Obama has not raised taxes.
9032,true,SaysDonald Trump called pregnant employees an inconvenience.
9033,barely-true,"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work."
9034,mostly-true,McCain opposes repeal of the death tax.
9035,half-true,Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.
9036,pants-fire,"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus."
9037,mostly-true,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure."
9038,half-true,"If the debt ceiling is surpassed, our nation will not go into default as some suggest."
9039,false,"While (Chris Christie) talks about job creation, we dont see jobs being created in this state."
9040,half-true,Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.
9041,true,We have more scientists and engineers per square mile than anywhere in the world.
9042,mostly-true,The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.
9043,mostly-true,The (Wisconsin) governor has proposed tax giveaways to corporations.
9044,barely-true,Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.
9045,false,"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in."
9046,barely-true,You look at defense were spending more than the rest of the world combined.
9047,false,The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.
9048,half-true,"Says when Mitt Romney was governor, Massachusetts was 47th in job creation"
9049,true,The 12 hottest years on record have come in the last 15 years.
9050,barely-true,Says Daniel Webster used taxpayer funds to build a lobbyist lounge.
9051,pants-fire,"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds."
9052,mostly-true,We got a million jobs.
9053,barely-true,Says Wisconsin Supreme Court Justice David Prosser has prejudged matters that are likely to come before the court.
9054,mostly-true,Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.
9055,pants-fire,Bill White has presided over the construction of what may be the worlds largest abortion clinic.
9056,pants-fire,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.
9057,mostly-true,"As governor, I cut $5 billion in spending."
9058,half-true,One in three American women will have had an abortion by the time she reaches the age of 45.
9059,barely-true,"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health."
9060,barely-true,One person has been fired at the Veterans Administration for withholding services.
9061,mostly-true,"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV."
9062,barely-true,Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!
9063,barely-true,Trump refuses to denounce the KKK.
9064,barely-true,Says Barack Obama broke a decades-old policy of not negotiating with terrorists.
9065,half-true,"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year."
9066,mostly-true,Corporate taxes will soon be the highest in the industrialized world.
9067,false,Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.
9068,false,"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield."
9069,false,Herman Cain is a pro-choice candidate.
9070,false,Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.
9071,true,"Says if elected, he would be the first Mayor who lives east of 82nd."
9072,mostly-true,Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.
9073,true,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165."""
9074,half-true,You would receive a citation for taking a dildo to class at the University of Texas.
9075,mostly-true,"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent."
9076,half-true,Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.
9077,true,President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).
9078,false,The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.
9079,pants-fire,Abortion is the second-most conducted surgical procedure in this country.
9080,true,"In New Orleans, nearly100 percent of our kids are in charter schools."
9081,false,The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.
9082,mostly-true,"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio."
9083,true,Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.
9084,mostly-true,She stood by our National Guard and Reserve and kept standing till they received health care they deserved.
9085,true,"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up."
9086,barely-true,"In 40 years, 23,000 chemicals came on the market and only four were regulated."
9087,true,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.
9088,false,"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople."
9089,half-true,Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.
9090,true,Mental health provisions related to mass shootings got over 90 votes in the Senate.
9091,mostly-true,"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males."
9092,half-true,Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.
9093,half-true,"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it."
9094,mostly-true,"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s."
9095,false,No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.
9096,pants-fire,Were inches away from no longer having a free economy.
9097,half-true,Florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.
9098,barely-true,"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not."
9099,barely-true,"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one."
9100,mostly-true,Obamacare carries on even under a government shutdown.
9101,false,Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.
9102,false,Says Barack Obama promised gasoline at $2.50 a gallon.
9103,half-true,"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer."
9104,barely-true,"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected."
9105,true,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.
9106,true,"Were losing almost 6,000 state jobs."
9107,mostly-true,"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home."
9108,barely-true,"The Obama administration ""spent more money on the Cash for Clunkers program than the space program."""
9109,pants-fire,"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique."
9110,true,Florida has more concealed weapons permits than any other state.
9111,barely-true,"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video."
9112,barely-true,Google search spike suggests many people dont know why they voted for Brexit.
9113,mostly-true,"I got a letter from 20 people who said they wanted their money back, 14 never gave me a penny."
9114,pants-fire,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.
9115,barely-true,Gov. Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest.
9116,false,"So that 2005 energy bill was a big step backwards on the path to clean, renewable energy. That's why I voted against it."
9117,half-true,There are 500 registered Republicans moving to Texas every day.
9118,half-true,Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.
9119,half-true,"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career."
9120,true,Says abortions are decreasing.
9121,true,Abraham Lincoln (once) jumped out of a window in the Illinois Legislature in order to deny a quorum.
9122,pants-fire,Those who fail to buy health insurance under Obamacare face the threat of jail time.
9123,mostly-true,"Since December 2010 Florida has created 540,000 new jobs."
9124,pants-fire,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.
9125,mostly-true,The U.S. Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut.
9126,false,On choosing a Texas House speaker
9127,true,She flunked the D.C. bar exam.
9128,mostly-true,"Because of the new health care law, 2.5 million young adults now have coverage."
9129,mostly-true,Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001.
9130,true,Farouk is on fire.
9131,barely-true,Says Patrick Murphy was named one of Americas least effective congressmen.
9132,false,Obamacare adds trillions to our deficits and to our national debt.
9133,pants-fire,"Frankly, (Hillary Clinton) doesnt do very well with women."
9134,false,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.
9135,false,The gun industry isthe only business in America that is wholly protected from any kind of liability.
9136,true,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.
9137,half-true,Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.
9138,barely-true,The only people in this town that have voted to cut Medicare spending are the people who voted in favor of Obamacare. Thats a fact.
9139,half-true,America never made up for the gutting of the intelligence services that Bill Clinton did. I think those are (former CIA director George) Tenet's words ... that Bill Clinton gutted American intelligence.
9140,true,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.
9141,barely-true,"In the early 1960s, all levels of government were consuming about 27 percent of the U.S. economy, a number that has risen to 37 percent today. With that trendline, we cease at some point to be a free economy."
9142,true,"Hillary Clinton ""actually differed with (John McCain) by arguing for exceptions for torture before changing positions."""
9143,true,The hole in the earth thats going to be dug (for the proposed Gogebic mine) is bigger than my entire district.
9144,false,"Health insurance companies are making record profits, right now."
9145,mostly-true,"Every 10th dollar spent by the Social Security Administration on its program for the poor is waste, or fraud, they cant validate that the people should have gotten it, totaling about $8 billion a year."
9146,barely-true,"Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change, even though everyone blamed those things on George W. Bush."
9147,half-true,This governor has given us continual balanced budgets without raising taxes.
9148,false,"President Obama was saying success is the result of government, not hard-working people, when he said, If youve got a business, you didnt build that. Somebody else made that happen."
9149,mostly-true,Says Thom Tillis refuses to say what we should do to combat ISIS.
9150,false,"Fox admits they lie and, under the First Amendment, have the right to lie or deliberately distort news reports on public airwaves."
9151,false,Idaho was the only Republican-led state in the nation that chose to partner with President Obama by creating a state-based marketplace under the Affordable Care Act.
9152,mostly-true,Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.
9153,half-true,"Says weve accomplished balancing two budgets without raising taxes. Weve now created 60,000 new private-sector jobs. Weve made government smaller."
9154,mostly-true,(The farm bill) has aprovision that would in many ways reduce the deficit.
9155,pants-fire,Nobodys invited us to the Obama events in Atlanta.
9156,false,A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.
9157,true,Only about a third of Texans who enroll in college graduate.
9158,mostly-true,"For the last decade, Floridians salaries have shrunk substantially when adjusted for inflation."
9159,true,"Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets."
9160,barely-true,Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $700 billion and letting an unelected board decide what gets covered here.
9161,true,Christmas trees are grown in all 50 States.
9162,barely-true,Barack Hussein Obama will .. force Christian organizations to pay for abortions.
9163,true,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000."
9164,barely-true,"When we held recent economic dialogues with China, we agreed on over 100 different things including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity."
9165,half-true,Says the U.S. borrows 42 cents of every dollar Washington spends today and about half of that comes from countries like China.
9166,false,Barack Hussein Obama will ... force Christian schools to hire non-Christian teachers.
9167,barely-true,"Obama ""promises more taxes on small business, seniors, your life savings, your family."""
9168,false,On an early date for Floridas presidential primary
9169,barely-true,"Alex Sink was ""the first official who said that BP should pay $25 million for an ad campaign to promote Florida tourism."""
9170,false,Says drug dealers have overdosed on purpose to avoid prosecution.
9171,mostly-true,"Texas is experiencing the fastest population growth in the country, adding more than 1,000 people a day."
9172,pants-fire,"A few months into office, (President Barack Obama) traveled around the globe to apologize for America."
9173,false,The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.
9174,half-true,"Her health care plan will cost $110-billion in the first year, which can be paid for with savings."
9175,half-true,"Georgia has lost 14 percent of its jobs paying more than $50,000 a year and added 15 percent to its Medicaid rolls during the recovery."
9176,half-true,The Orlando shooter used a weapon of war.
9177,true,Says Ohio has 77 job training programs spread across 13 state agencies.
9178,false,The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield.
9179,true,Clinton said great things about NAFTA until she started running for president.
